,period,state,stateDescription,electric-utilities,independent-power-producers,combined-heat-and-pwr-elect,elect-pwr-sector-gen-subtotal,combined-heat-and-pwr-comm,combined-heat-and-pwr-indust,indust-and-comm-gen-subtotal,total-net-generation,total-international-imports,total-supply,full-service-providers,energy-only-providers,facility-direct,total-elect-indust,direct-use,total-international-exports,estimated-losses,net-interstate-trade,unaccounted,total-disposition,net-trade-index,electric-utilities-units,independent-power-producers-units,combined-heat-and-pwr-elect-units,elect-pwr-sector-gen-subtotal-units,combined-heat-and-pwr-comm-units,combined-heat-and-pwr-indust-units,indust-and-comm-gen-subtotal-units,total-net-generation-units,total-international-imports-units,total-supply-units,full-service-providers-units,energy-only-providers-units,facility-direct-units,total-elect-indust-units,direct-use-units,total-international-exports-units,estimated-losses-units,net-interstate-trade-units,unaccounted-units,total-disposition-units,net-trade-index-units
1173,1993,RI,Rhode Island,53740,4037418,502446,4593604,52129,19563,71692,4665296,1075758.0,5741054,6548438,0,0.0,6548438,219851.0,0.0,524096,-1637013,6847203,5741054,0.78,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1174,1999,RI,Rhode Island,9436,5843285,472964,6325685,48832,2364,51196,6376881,1934370.0,8311251,6654512,495561,0.0,7150073,61021.0,21.0,560938,272035,7471046,8311251,1.03,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1175,1991,RI,Rhode Island,171457,2403265,292461,2867183,39071,19563,58634,2925818,537158.0,3462976,6403046,0,0.0,6403046,74056.0,0.0,491657,-3708699,6673541,3462976,0.48,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1176,1992,RI,Rhode Island,109308,4314937,291388,4715633,50008,19563,69571,4785204,902319.0,5687523,6392560,0,0.0,6392560,120886.0,0.0,505356,-1506170,6681823,5687523,0.79,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1177,2007,RI,Rhode Island,11075,6988706,0,6999781,49238,825,50063,7049844,556271.0,7606115,6871049,1141973,0.0,8013022,57705.0,138146.0,507164,-1237631,127709,7606115,0.86,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1178,2018,RI,Rhode Island,44,8170441,0,8170485,58571,146201,204772,8375257,139484.0,8514741,4108150,3473573,1616.0,7583339,213519.0,1.0,391131,285085,41666,8514741,1.03,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1179,2003,RI,Rhode Island,11771,5557231,9295,5578297,42845,2,42847,5621145,144186.0,5765331,7096649,699977,0.0,7796626,64968.0,38473.0,572492,-2953885,311560,5765331,0.66,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1180,2001,RI,Rhode Island,0,6990151,459334,7449485,50007,2402,52409,7501894,765675.0,8267569,6447652,945265,0.0,7392917,62788.0,0.0,578152,85770,210667,8267569,1.01,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1181,1996,RI,Rhode Island,3301111,3963616,379130,7643857,59719,16459,76178,7720035,1325287.0,9045322,6604198,0,0.0,6604198,83420.0,0.0,512629,1626994,6899011,9045322,1.22,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1182,2000,RI,Rhode Island,10823,5406284,505560,5922667,46566,2311,48877,5971544,1947179.0,7918723,7120315,181021,0.0,7301336,59263.0,362070.0,567922,-628975,7610345,7918723,0.93,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1183,2004,RI,Rhode Island,12402,4891401,0,4903803,33220,2397,35616,4939420,321929.0,5261349,7043336,844239,0.0,7887575,65036.0,20087.0,577970,-3613858,389510,5261349,0.59,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1184,2002,RI,Rhode Island,11836,6927232,71000,7010068,46694,3,46697,7056765,325649.0,7382414,6633124,927575,0.0,7560699,64153.0,0.0,567125,-1033293,287818,7382414,0.88,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1185,1997,RI,Rhode Island,3562833,3551611,539135,7653579,51372,4602,55975,7709554,1699344.0,9408898,6693261,51247,0.0,6744508,59934.0,0.0,508515,1849752,7043826,9408898,1.24,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1186,1998,RI,Rhode Island,2061351,5028448,518320,7608119,51290,15102,66393,7674512,1765571.0,9440083,6868343,19287,0.0,6887630,74062.0,6239.0,489764,1740659,7196460,9440083,1.23,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1187,2008,RI,Rhode Island,10612,7323912,0,7334524,52742,0,52742,7387266,654095.0,8041361,6723283,1095311,0.0,7818594,59177.0,51858.0,498048,-488422,102105,8041361,0.94,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1188,2005,RI,Rhode Island,10805,5957253,18456,5986514,64735,2045,66780,6053294,407347.0,6460641,7160386,888726,0.0,8049112,69478.0,53112.0,537968,-2563578,383957,6460641,0.72,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1189,2006,RI,Rhode Island,11008,5875320,17876,5904204,62059,1461,63520,5967725,408691.0,6376416,6770572,1028554,0.0,7799126,66119.0,89064.0,505687,-2390504,372977,6376416,0.73,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1190,2010,RI,Rhode Island,10827,7696347,0,7707174,31545,0,31545,7738719,500124.0,8238843,5351848,2447379,,7799227,53446.0,43030.0,481819,-207115,68436,8238843,0.98,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1191,2009,RI,Rhode Island,10612,7633479,0,7644091,52733,0,52733,7696824,786718.0,8483542,5677262,1940367,,7617629,56778.0,50790.0,484919,204758,68669,8483542,1.02,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1192,2017,RI,Rhode Island,2979,7410475,0,7413454,58450,143037,201487,7614941,196271.0,7811212,3936206,3447733,732.0,7384671,211299.0,0.0,401715,-235601,49129,7811212,0.97,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1193,2011,RI,Rhode Island,10473,8664046,0,8674519,47754,0,47754,8722273,608045.0,9330318,5265323,2467097,,7732420,17765.0,621.0,477814,1052712,48985,9330318,1.13,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1194,2012,RI,Rhode Island,10552,8246178,0,8256730,52306,0,52306,8309036,0.0,8309036,5015643,2692691,,7708334,57194.0,0.0,417437,-5744,131815,8309036,1.0,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1195,2014,RI,Rhode Island,10670,6203493,0,6214163,67586,0,67586,6281748,174739.0,6456487,5074465,2568639,,7643104,28310.0,65.0,397976,-1711876,98909,6456487,0.79,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1196,2013,RI,Rhode Island,10659,6182246,0,6192905,53901,0,53901,6246807,152551.0,6399358,5142158,2638964,,7781122,18283.0,128.0,417999,-1935555,117380,6399358,0.77,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1197,2016,RI,Rhode Island,12560,6494407,0,6506967,57918,0,57918,6564885,142067.0,6706952,4023584,3500686,0.0,7524270,64352.0,1.0,392700,-1353417,79047,6706952,0.83,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1198,2020,RI,Rhode Island,4,8695833,0,8695837,57243,141860,199103,8894940,0.0,8894940,4067070,3251194,33277.0,7351541,209258.0,0.0,409439,941177,-16474,8894940,1.12,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1199,1994,RI,Rhode Island,68641,4191415,399567,4659623,52086,21212,73298,4732921,1179296.0,5912217,6571846,0,0.0,6571846,90364.0,0.0,499239,-1458500,6864816,5912217,0.8,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1200,1990,SC,South Carolina,69259815,60392,0,69320207,67043,1975924,2042967,71363174,0.0,71363174,55651791,0,0.0,55651791,1787189.0,0.0,4225128,9016456,58064150,71363174,1.14,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1201,1997,SC,South Carolina,78374450,54569,0,78429019,67646,2331393,2399040,80828059,0.0,80828059,68534441,0,0.0,68534441,2116820.0,0.0,5167287,4014178,71575943,80828059,1.05,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1202,2020,SC,South Carolina,93610557,2454541,851720,96916818,3474,1608505,1611979,98528797,0.0,98528797,76737176,0,,76737176,2161982.0,0.0,4273821,15527783,-171965,98528797,1.19,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1203,2016,SC,South Carolina,91590980,1649642,1972599,95213221,2490,1770053,1772543,96985764,,96985764,79577550,0,,79577550,2452584.0,,4153238,9966383,836008,96985764,1.11,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1204,2013,SC,South Carolina,91795732,516429,944382,93256543,8890,1984461,1993351,95249894,0.0,95249894,78602094,0,,78602094,2270508.0,0.0,4222476,8969082,1185734,95249894,1.1,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1205,2014,SC,South Carolina,93547004,726334,983640,95256977,6189,1895299,1901488,97158465,0.0,97158465,81619765,0,,81619765,2369701.0,0.0,4249936,7862831,1056232,97158465,1.09,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1206,2015,SC,South Carolina,92411853,1092297,1337699,94841849,4059,1686305,1690364,96532213,0.0,96532213,81328246,0,,81328246,2311716.0,0.0,4056120,7591766,1244366,96532213,1.09,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1207,2012,SC,South Carolina,92821769,1147096,822413,94791278,210,1964194,1964404,96755682,0.0,96755682,77780953,0,,77780953,2307431.0,0.0,4212147,11125069,1330082,96755682,1.13,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
1208,2011,SC,South Carolina,99328278,805846,785785,100919909,58,2052600,2052658,102972567,0.0,102972567,80488546,0,,80488546,2423171.0,0.0,4973680,14577271,509900,102972567,1.16,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,megawatthours,ratio
